compound	compound_desc
C06193	Guanosine 3'-phosphate; 3'-GMP; 3'-Guanylic acid; Guo-3'-P; Gp
C06194	2',3'-Cyclic GMP
C06195	Imidazolone; 4-Imidazolone; Imidazol-4-one
C06196	2'-Deoxyinosine 5'-phosphate; dIMP
C06197	P1,P3-Bis(5'-adenosyl) triphosphate; ApppA; Adenosine 5'-triphosphate 5'-adenosine
C06198	P1,P4-Bis(5'-uridyl) tetraphosphate; UppppU
C06199	Hordenine; 4-[2-(Dimethylamino)ethyl]phenol
C06201	2,4-Dihydroxyhept-2-enedioate; 2,4-Dihydroxyhept-2-1,7-dioate; 2,4-Dihydroxyhept-2-enedioic acid
C06205	1,2-Dihydronaphthalene-1,2-diol
C06207	2,6-Dihydroxyphenylacetate
C06212	N-Methylserotonin
C06213	N-Methyltryptamine; N-Methylindoleethylamine; 1-Methyl-2-(3-indolyl)ethylamine
C06215	Levan; (2,6-beta-D-Fructosyl)n; Levan n; 2,6-beta-D-Fructan; (2,6-beta-D-Fructosyl)n+1
C06227	Fe(III)hydroxamate; Fe(III)hydroxamic acid
C06229	Fe(III)dicitrate; Iron(III)dicitrate
C06230	Fe-enterobactin; Fe-enterochlin
C06231	Ectoine; L-Ectoine; (4S)-2-Methyl-1,4,5,6-tetrahydropyrimidine-4-carboxylate
C06232	Molybdate
C06240	UDP-N-acetyl-D-mannosaminouronate; UDP-N-acetyl-2-amino-2-deoxy-D-mannuronate; UDP-N-acetyl-D-mannosaminuronic acid; UDP-N-acetyl-alpha-D-mannosaminuronate
C06241	N-Acetylneuraminate 9-phosphate
C06250	Holo-[carboxylase]; Biotin-carboxyl-carrier protein; [Biotin carboxyl-carrier protein]-biotin-N6-L-lysine; [Biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine
C06254	Lysophospholipid
C06311	Galactitol 1-phosphate; L-Galactitol 1-phosphate; D-Galactitol 6-phosphate
C06314	Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid
C06315	Lipoxin B4; LXB4; 5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid; (6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid
C06319	Precorrin 6Y; Precorrin 6B
C06320	Precorrin 6X; Precorrin 6A
C06341	7alpha,27-Dihydroxycholesterol; Cholest-5-ene-3beta,7alpha,26-triol; Cholest-5-ene-3beta,7alpha,27-triol
C06364	1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol; 1,2-Diacyl-3-O-(alpha-D-glucopyranosyl)-sn-glycerol
C06365	alpha-Kojibiosyldiacylglycerol; Glc-alpha1->2Glc-alpha1->3acyl2Gro; Glcalpha1->2Glcalpha1->3acyl2Gro; 1,2-Diacyl-3-O-[alpha-D-glucopyranosyl-(1->2)-O-alpha-D-glucopyranosyl]-sn-glycerol
C06367	1-Carboxyvinyl carboxyphosphonate; Carboxyphosphonoenolpyruvate
C06368	3-(Hydrohydroxyphosphoryl)pyruvate; (Hydroxyphosphinyl)pyruvate; 3-Phosphinopyruvate
C06376	N-Acetyl-D-galactosamine 6-phosphate
C06377	D-Galactosamine 6-phosphate
C06399	Hydrogenobyrinate; Hydrogenobyrinic acid
C06400	1-alpha-D-[(1->4)-alpha-D-Glucosyl](n-1)-alpha-D-glucopyranoside; 4-alpha-D-(1,4-alpha-D-Glucanosyl)n trehalose; Maltooligosyltrehalose
C06406	Precorrin 3B
C06407	Precorrin 4
C06408	Precorrin 8X; Precorrin 8; Precorrin-8X
C06416	Precorrin 5
C06423	Octanoic acid; Caprylic acid; Octylic acid; Octanoate
C06424	Tetradecanoic acid; Tetradecanoate; Myristic acid
C06425	Icosanoic acid; Eicosanoic acid; Arachidic acid
C06426	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid
C06427	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
C06428	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate; (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoate; 5Z,8Z,11Z,14Z,17Z-Eicosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Icosa-5,8,11,14,17-pentaenoic acid
C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid; Docosahexaenoate; 4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoic acid; (4Z,7Z,10Z,13Z,16Z,19Z)-Docosa-4,7,10,13,16,19-hexaenoic acid
C06433	5'-Benzoylphosphoadenosine
C06435	5'-Butyrylphosphoinosine; Inosine 5'-phosphobutyrate
C06441	L-Xylulose 1-phosphate
C06442	N(gamma)-Acetyldiaminobutyrate; N4-Acetyl-L-2,4-diaminobutyrate; N4-Acetyl-L-2,4-diaminobutanoate; (2S)-4-Acetamido-2-aminobutanoate
C06451	2-Hydroxyethylphosphonate; (2-Hydroxyethyl)-phosphonic acid
C06455	Hydroxymethylphosphonate; P-(Hydroxymethyl)-phosphonic acid
C06456	Phosphonoformate; Foscarmet; Foscarnet
C06457	Bialaphos; Bilanafos; 2-Amino-4-(methylphosphino)butyrylalanylalanine; gamma-(Hydroxymethylphosphinyl)-L-alpha-aminobutyryl-L-alanyl-L-alanine; Phosphinothricin tripeptide
C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
C06462	Leukotriene F4; LTF4
C06473	2-Keto-D-gluconic acid; 2-Dehydro-D-gluconate; 2-Dehydro-D-gluconic acid; alpha-D-arabino-2-Hexulosonic acid
C06481	L-Seryl-tRNA(Sec)
C06482	L-Selenocysteinyl-tRNA(Sec)
C06503	Hydrogenobyrinate a,c diamide; Hydrogenobyrinate diamide; Hydrogenobyrinic acid a,c-diamide
C06504	Cob(II)yrinate a,c diamide; Cob(II)yrinate diamide; Cob(II)yrinic acid a,c-diamide; Cobyrinate a,c-diamide; Cobyrinic acid a,c-diamide
C06505	Cob(I)yrinate a,c diamide; Cob(I)yrinate diamide; Cob(I)yrinic acid a,c-diamide
C06506	Adenosyl cobyrinate a,c diamide; Adenosyl cobyrinate diamide; Adenosylcob(III)yrinic acid a,c-diamide; Adenosylcobyrinic acid a,c-diamide
C06507	Adenosyl cobyrinate hexaamide; Adenosylcobyric acid
C06508	Adenosyl cobinamide; Adenosylcobinamide
C06509	Adenosyl cobinamide phosphate; Adenosylcobinamide phosphate
C06510	Adenosine-GDP-cobinamide; Adenosylcobinamide-GDP
C06526	Quinine; (-)-Quinine
C06547	Ethylene; Ethene
C06548	Ethylene oxide
C06705	Capsular polysaccharide
C06706	Lipo-oligosaccharide
C06707	Teichoic acid
C06735	Aminoacetaldehyde; 2-Aminoacetaldehyde
C06752	1,2-Dichloroethane; Ethylene dichloride; Glycol dichloride; Dutch liquid
C06754	Chloroacetaldehyde; 2-Chloroethanal
C06755	Chloroacetic acid; Chloroethanoic acid
C06767	Hemine; Hemin
C06771	Triethanolamine; Trolamine
C06772	Diethanolamine
C06790	Trichloroethene; Trichloroethylene; TCE
C06793	Vinyl chloride; Chloroethylene
C06800	Aflatoxin B1
C06804	Acetaminophen; Paracetamol
C06865	Calcitonin; Cibacalcin
C06866	Capsaicin
C06892	2-Deoxy-5-keto-D-gluconic acid; DKH; 5-Dehydro-2-deoxy-D-gluconate; 2-Deoxy-D-threo-hex-5-ulosonic acid
C06893	2-Deoxy-5-keto-D-gluconic acid 6-phosphate; 6-Phospho-5-dehydro-2-deoxy-D-gluconate; DKHP
C06899	Chloral hydrate
C06986	Spirodilactone
C07056	Isoproterenol; Isoprenaline
C07086	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetic acid
C07122	Melphalan
C07130	Theophylline; 1,3-Dimethylxanthine
C07151	Metformin
C07289	Crepenynate; (9Z)-Octadec-9-en-12-ynoate; (Z)-9-Octadecen-12-ynoic acid; Crepenynic acid
C07335	2-Amino-3-oxo-4-phosphonooxybutyrate; L-2-Amino-3-oxo-4-phosphonooxybutyrate; (2S)-2-Amino-3-oxo-4-phosphonooxybutanoate
C07338	(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid; (9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoate
C07354	(7S,8S)-DiHODE; (9Z,12Z)-(7S,8S)-Dihydroxyoctadeca-9,12-dienoic acid; (7S,8S,9Z,12Z)-7,8-Dihydroxyoctadeca-9,12-dienoate
C07446	Isonicotinic acid
C07447	Acetylhydrazine
C07480	Theobromine; 3,7-Dimethylxanthine
C07481	Caffeine; 1,3,7-Trimethylxanthine
C07490	Trichloroethanol; 2,2,2-Trichloroethanol
C07493	10-Hydroxycarbazepine; 10-Hydroxycarbamazepine; GP 47779
C07495	Dihydroxycarbazepine; 10,11-Dihydro-10,11-dihydroxy-5H-dibenzazepine-5-carboxamide; 10,11-Dihydroxycarbamazepine
C07496	Carbamazepine-10,11-epoxide; Carbamazepine epoxide
C07512	Tetraethylammonium
C07535	Benzo[a]pyrene; Benzpyrene
C07557	2,3,7,8-Tetrachlorodibenzodioxin; Tetrachlorodibenzodioxin; 2,3,7,8-Tetrachlorodibenzo-p-dioxin; TCDD; PCDD 48
C07585	N-Acetylisoniazid; (N)1-Acetylisoniazid
C07593	Rotenone
C07600	Allicin; 2-Propene-1-sulfinothioic acid S-2-propenyl ester
C07639	3,3',5'-Triiodo-L-thyronine; 3,3',5'-Triiodothyronine; Reverse triiodothyronine; rT3
C07641	Thiotepa
C07643	4-Hydroxycyclophosphamide
C07644	4-Ketocyclophosphamide
C07645	Aldophosphamide
C07646	Carboxyphosphamide; Carboxycyclophosphamide
C07647	Phosphoramide mustard; Phosphamide mustard
C07656	Gentamicin C1
C07712	Secalciferol; 24(R),25-Dihydroxyvitamin D3; (24R),25-Dihydroxyvitamin D3; (3S,5Z,7E,24R)-9,10-Secocholesta-5,7,10-triene-3,24,25-triol
C07909	Sirolimus; Rapamycin
C08262	3-Methylbutanoic acid; Isovaleric acid; Isovalerate
C08276	3-(Methylthio)propanoate; 3-(Methylthio)propionic acid; 3-Methylthiopropionate; 3-(Methylsulfanyl)propanoate
C08281	Docosanoic acid; Docosanoate; Behenic acid
C08300	D-Cathine; Cathine; (+)-Norpseudoephedrine
C08301	D-Cathinone; Cathinone
C08313	Skatole; 3-Methylindole
C08316	Erucic acid; (13Z)-Docosenoic acid; cis-13-Docosenoic acid
C08320	Tetracosanoic acid; Lignoceric acid
C08323	(15Z)-Tetracosenoic acid; Nervonic acid; (Z)-15-Tetracosenoic acid
C08357	Estradiol-17beta 3-sulfate
C08358	2-Methoxyestrone 3-sulfate
C08359	2-Methoxyestradiol-17beta 3-sulfate
C08362	(9Z)-Hexadecenoic acid; Palmitoleic acid; cis-9-Hexadecenoic acid; (9Z)-Hexadec-9-enoate
C08401	Glucoberteroin; 5-Methylthiopentyl glucosinolate
C08407	Glucocochlearin; 1-Methylpropyl glucosinolate
C08409	Glucoerucin; 4-Methylthiobutyl glucosinolate
C08412	Glucoiberverin; 3-Methylthiopropyl glucosinolate
C08417	Gluconasturtiin; 2-Phenylethyl glucosinolate
C08418	Glucoputranjivin; 1-Methylethyl glucosinolate
C08426	Sinalbin; p-Hydroxybenzyl glucosinolate
C08491	(-)-Jasmonic acid; Jasmonic acid; {(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid; Jasmonate; (-)-Jasmonate
C08492	3-Hexenol; Leaf alcohol; 3-Hexen-1-ol; (3Z)-3-Hexen-1-ol; cis-3-Hexen-1-ol; (3Z)-Hex-3-en-1-ol
C08813	Brassicasterol
C08821	Isofucosterol; Delta5-Avenasterol
C08822	Gum arabic
C08830	24-Methylidenecycloartanol; 4alpha,4beta,14alpha-Trimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol; 24-Methylenecycloartanol; 9,19-Cyclolanostan-3-o1, 24-methylene-, (3beta)-
C09155	Phorbol
C09179	Resiniferatoxin; RTX
C09306	Sulfur dioxide
C09332	THF-L-glutamate; Tetrahydropteroyldiglutamate; (6S)-H4PteGlu2
C09731	Epigallocatechin 3-gallate
C09844	1,8-Cineole; 1,8-Cineol; Eucalyptol; 1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octane
C10164	Picolinic acid; 2-Pyridinecarboxylic acid
C10447	3,4-Dihydroxyphenylpropanoate; Dihydrocaffeic acid; 3,4-Dihydroxyphenylpropionic acid; 3-(3,4-Dihydroxyphenyl)propanoate
C10497	Feruloylputrescine; Subaphyllin
C10793	Geranylhydroquinone
C10998	4-Aminobiphenyl
C11004	2,6-Dimethylaniline; 2,6-DMA; 2,6-Xylidine
C11036	Bromobenzene
C11038	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate
C11039	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate
C11061	all-trans-Retinoyl-beta-glucuronide; Retinoyl glucuronide
C11062	4-Hydroxybutyryl-CoA; 4-Hydroxybutanoyl-CoA
C11088	1,2-Dibromoethane; Ethylene dibromide
C11131	2-Methoxy-estradiol-17beta 3-glucuronide
C11132	2-Methoxyestrone 3-glucuronide
C11133	Estrone glucuronide; Estrone 3-glucuronide; Estrone beta-D-glucuronide
C11134	Testosterone glucuronide; Testosterone 17beta-(beta-D-glucuronide)
C11135	Androsterone glucuronide; Androsterone 3-glucuronide
C11136	Etiocholan-3alpha-ol-17-one 3-glucuronide
C11142	Dimethyl sulfone; Sulfonylbismethane
C11143	Dimethyl sulfoxide; DMSO
C11145	Methanesulfonic acid; Methanesulfonate
C11148	TCE epoxide; Trichloroethylene epoxide; Trichloroepoxyethane
C11149	Dichloroacetate
C11150	Trichloroacetate; Trichloroacetic acid; TCA
C11173	SN-38
C11174	1-Diphosinositol pentakisphosphate; D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate); Diphospho-myo-inositol pentakisphosphate; 1D-myo-Inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate
C11242	Bacteriochlorophyll a
C11243	Bacteriochlorophyll b
C11277	Adefovir; PMEA; 9-(2-Phosphonylmethoxyethyl)adenine
C11278	Aflatoxin B1exo-8,9-epoxide-GSH; 8,9-Dihydro-8-(S-glutathionyl)-9-hydroxyaflatoxin B1
C11310	1-Methyl-4-phenylpyridinium; N-Methyl-4-phenylpyridine; Cyperquat
C11355	4-Amino-4-deoxychorismate; ADC
C11374	GW1843; 1843U89
C11376	SN38 glucuronide; SN-38G
C11378	Ubiquinone-10; Ubidecarenone; Coenzyme Q10
C11434	2-C-Methyl-D-erythritol 4-phosphate
C11435	4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol
C11436	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol
C11437	1-Deoxy-D-xylulose 5-phosphate
C11453	2-C-Methyl-D-erythritol 2,4-cyclodiphosphate; 3-Methyl-1,2,3,4-tetrahydroxybutane-1,3-cyclic bisphosphate
C11455	4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
C11457	3-(3-Hydroxyphenyl)propanoic acid; Dihydro-3-coumaric acid; 3-Hydroxyphenylpropanoate; 3-(3-Hydroxyphenyl)propanoate
C11472	D-glycero-beta-D-manno-Heptose 1,7-bisphosphate
C11481	HSO3-; Hydrogen sulfite; Bisulfite
C11499	(S)-3-Sulfolactate; (2S)-3-Sulfolactate
C11508	4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol; Delta8,14-Sterol
C11512	Methyl jasmonate; (-)-Methyl jasmonate
C11516	2-(alpha-D-Mannosyl)-3-phosphoglycerate
C11521	UDP-6-sulfoquinovose
C11522	24-Methylenelophenol; 24-Methylidenelophenol; 4alpha-Methyl-5alpha-ergosta-7,24-dien-3beta-ol
C11523	24-Ethylidenelophenol; alpha1-Sitosterol; 4-alpha-Methyl-5-alpha-stigmasta-7,Z-24-dien-3-beta-ol; (Z)-24-Ethylidenelophenol
C11526	5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate; 1D-myo-Inositol 5-diphosphate pentakisphosphate; 1D-myo-Inositol 5-diphosphate 1,2,3,4,6-pentakisphosphate
C11537	(2R)-3-Sulfolactate; (R)-3-Sulfolactate
C11538	Cobalt-sirohydrochlorin; Cobalt-factor II
C11539	Cobalt-precorrin 3
C11540	Cobalt-precorrin 4
C11542	Cobalt-precorrin 6; Cobalt-precorrin 6A
C11543	Cobalt-dihydro-precorrin 6; Cobalt-precorrin 6B
C11544	2-O-(alpha-D-Mannosyl)-D-glycerate; alpha-Mannosylglycerate; 2-O-(alpha-D-Mannopyranosyl)-D-glycerate
C11545	Cobalt-precorrin 8; Cobalt-precorrin-8
C11554	1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4'-bisphosphate)
C11555	1D-myo-Inositol 1,4,5,6-tetrakisphosphate; D-myo-Inositol 1,4,5,6-tetrakisphosphate; Inositol 1,4,5,6-tetrakisphosphate
C11556	1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',5'-bisphosphate)
C11557	1-Phosphatidyl-1D-myo-inositol 5-phosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-5'-phosphate)
C11583	4-Glutathionyl cyclophosphamide
C11588	cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol; cis-3-(2-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol; 3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoate
C11596	FMLP; N-Formyl-L-methionyl-L-leucyl-L-phenylalanine
C11630	15,16-Dihydrobiliverdin; 15,16-Dihydrobiliverdin IXalpha; 15,16-Dihydrobiliverdin ixa
C11638	3-Amino-2-oxopropyl phosphate; 1-Amino-3-(phosphohydroxy)propan-2-one
C11695	Anandamide; Arachidonylethanolamide; N-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-ethanolamine; AEA
C11713	2-Naphthol; beta-Naphthol
C11714	1-Naphthol; alpha-Naphthol
C11785	Normorphine
C11811	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate; (E)-4-Hydroxy-3-methyl-but-2-enyl diphosphate; (E)-4-Hydroxy-3-methylbut-2-en-1-yl diphosphate
C11821	5-Hydroxyisourate
C11829	13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester; 13(1)-Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester
C11830	13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester; 13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester
C11831	Divinylprotochlorophyllide; 2,4-Divinylprotochlorophyllide; Mg-2,4-Divinyl-phaeoporphyrin a5-monomethylester; 3,8-Divinyl protochlorophyllide a
C11832	Divinyl chlorophyllide a; 3,8-Divinyl chlorophyllide a
C11850	Divinylchlorophyll a
C11851	Zn-Bacteriochlorophyll a; Zinc bacteriochlorophyll a
C12126	Dihydroceramide; N-Acylsphinganine
C12144	Phytosphingosine; 4-D-Hydroxysphinganine
C12145	Phytoceramide; Ceramide II; N-Acyl-4-hydroxysphinganine; (4R)-4-Hydroxysphinganine ceramide
C12147	L-Threonine O-3-phosphate; L-Threonine phosphate; O-Phospho-L-threonine
C12210	UDP-3-ketoglucose; UDP-3-keto-D-glucose
C12211	UDP-kanosamine; UDP-D-kanosamine; UDP-alpha-D-kanosamine
C12248	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate; 2-Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline
C12270	N-Acetylaspartylglutamate; NAAG; Isospaglumic acid; N-Acetyl-L-aspartyl-L-glutamate
C12271	N-Arachidonyl dopamine; Arachidonoyl dopamine; NADA; N-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-dopamine
C12272	N-Oleoyl dopamine
C12283	Saccharin
C12284	Saccharin sodium anhydrous
C12285	Sucralose
C12455	5-Aminopentanal
C12505	Magnesium sulfate; Magnesium sulfate heptahydrate
C12621	trans-3-Hydroxycinnamate; (2E)-3-(3-Hydroxyphenyl)prop-2-enoate
C12622	cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol; (2E)-3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate
C12623	trans-2,3-Dihydroxycinnamate; (2E)-3-(2,3-Dihydroxyphenyl)prop-2-enoate
C12624	2-Hydroxy-6-ketononatrienedioate; (2Z,4E,7E)-2-Hydroxy-6-oxonona-2,4,7-triene-1,9-dioate
C13050	Cyclic ADP-ribose; cADPR
C13051	Nicotinic acid adenine dinucleotide phosphate; Nicotinate-adenine dinucleotide phosphate; NAADP
C13202	alpha-Tocopherol acetate; Tocopherol acetate
C13309	2-Phytyl-1,4-naphthoquinone; Demethylphylloquinone
C13482	Phosphodimethylethanolamine
C13508	Sulfoquinovosyldiacylglycerol; SQDG; 1,2-Diacyl-3-(6-sulfo-alpha-D-quinovosyl)-sn-glycerol
C13550	Cerebrosterol; 24-Hydroxycholesterol; Cholest-5-ene-3,24-diol; (24S)-24-Hydroxycholesterol; (24S)-Cholest-5-ene-3beta,24-diol
C13712	Allopregnanolone; 3alpha-Hydroxy-5alpha-pregnan-20-one; 3alpha-OH DHP
C13713	Allotetrahydrodeoxycorticosterone; 5alpha-THDOC; 3alpha,21-Dihydroxy-5alpha-pregnan-20-one
C13747	1,7-Dimethylxanthine; Paraxanthine
C13768	Colistin sulfate
C13809	9,11,15-Trihydroxy-prosta-5,13-dien-1-oic acid; 8-Isoprostaglandin F2alpha; 8-Isoprostane; 8-epi-Prostaglandin F2alpha
C13856	2-Arachidonoylglycerol; 2-Arachidonoyl-sn-glycerol; 2-AG
C13952	UDP-N-acetyl-D-galactosaminuronic acid
C14039	1,1-Dichloroethylene; Vinylidene chloride; 1,1-DCE
C14040	1-Nitronaphthalene
C14144	5-Carboxy-2-pentenoyl-CoA; 2,3-Didehydroadipyl-CoA
C14145	(3S)-3-Hydroxyadipyl-CoA
C14151	delta-Tocopherol
C14152	beta-Tocopherol
C14153	alpha-Tocotrienol
C14154	beta-Tocotrienol
C14155	gamma-Tocotrienol
C14156	delta-Tocotrienol
C14179	Sulfoacetate; Sulfoacetic acid
C14209	4-Hydroxyestradiol-17beta; 4-OH-Estradiol
C14453	4-Bromophenol
C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate
C14527	Methyl methacrylate; MMA; Methyl 2-methylpropenoate
C14556	9-Hydroxybenzo[a]pyrene
C14592	N-Methyl-N'-nitro-N-nitrosoguanidine; 1-Methyl-3-nitro-1-nitrosoguanidine; Methylnitronitrosoguanidine; MNNG
C14704	N-Nitrosodimethylamine; Dimethylnitrosamine
C14717	15-Deoxy-Delta12,14-PGJ2; 15-Deoxy-Delta12,14-prostaglandin J2; 15-Deoxy-PGJ2
C14732	5-OxoETE; (6E,8Z,11Z,14Z)-5-Oxoicosa-6,8,11,14-tetraenoic acid; 5-Oxoeicosatetraenoic acid; 5-Oxoicosatetraenoic acid
C14748	20-HETE; (5Z,8Z,11Z,14Z)-20-Hydroxyicosa-5,8,11,14-tetraenoic acid; 20-Hydroxyeicosatetraenoic acid; 20-Hydroxyicosatetraenoic acid; 20-Hydroxy arachidonic acid
C14749	19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid
C14762	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z,11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid
C14765	13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid
C14766	9-OxoODE; 9-KODE; (10E,12Z)-9-Oxooctadeca-10,12-dienoic acid
C14767	9(S)-HODE; (9S)-Hydroxyoctadecadienoic acid; (10E,12Z)-(9S)-9-Hydroxyoctadeca-10,12-dienoic acid
C14768	5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid
C14769	8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid
C14770	11,12-EET; (5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Epoxyicosa-5,8,14-trienoic acid
C14771	14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid
C14772	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid
C14773	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid
C14774	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid
C14775	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid
C14776	8(S)-HETE; (5Z,9E,11Z,14Z)-(8S)-8-Hydroxyeicosa-5,9,11,14-tetraenoic acid; (5Z,9E,11Z,14Z)-(8S)-8-Hydroxyicosa-5,9,11,14-tetraenoic acid
C14777	12(S)-HETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroxyeicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroxyicosa-5,8,10,14-tetraenoic acid
C14778	16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid
C14779	9(S)-HETE; (5Z,7E,11Z,14Z)-(9S)-9-Hydroxyeicosa-5,7,11,14-tetraenoic acid; (5Z,7E,11Z,14Z)-(9S)-9-Hydroxyicosa-5,7,11,14-tetraenoic acid
C14780	11(R)-HETE; (5Z,8Z,12E,14Z)-(11R)-Hydroxyeicosa-5,8,12,14-tetraenoic acid; (5Z,8Z,12E,14Z)-(11R)-Hydroxyicosa-5,8,12,14-tetraenoic acid
C14781	15H-11,12-EETA; 15-Hydroxy-11,12-epoxyeicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid
